RawData,FilteredData(graus/s),FilteredData(rad/s),Angles(rad)
-9.08537,-3.53741,-0.0617394,2.968
-9.08537,-4.647,-0.0811054,2.96759
2.86585,-3.14443,-0.0548806,2.96732
2.86585,-1.94237,-0.0339008,2.96715
2.86585,-0.980726,-0.0171169,2.96706
5.30488,0.276395,0.004824,2.96709
5.30488,1.28209,0.0223767,2.9672
5.30488,2.08665,0.0364189,2.96738
8.96341,3.462,0.0604233,2.96768
8.96341,4.56228,0.0796269,2.96808
8.96341,5.44251,0.0949897,2.96855
17.9878,7.95157,0.138781,2.96925
17.9878,9.95882,0.173814,2.97012
17.9878,11.5646,0.201841,2.97113
-8.65854,7.51998,0.131248,2.97178
-8.65854,4.28428,0.0747748,2.97216
-8.65854,1.69572,0.0295958,2.97231
-4.26829,0.502915,0.00877752,2.97235
-4.26829,-0.451327,-0.00787714,2.97231
-4.26829,-1.21472,-0.0212009,2.9722
-4.26829,-1.82543,-0.0318598,2.97204
0.487805,-1.36279,-0.0237851,2.97193
0.487805,-0.992668,-0.0173253,2.97184
0.487805,-0.696574,-0.0121575,2.97178
0.365854,-0.484088,-0.00844893,2.97174
0.365854,-0.3141,-0.00548208,2.97171
0.365854,-0.178109,-0.00310859,2.97169
1.40244,0.138,0.00240856,2.9717
1.40244,0.390888,0.00682229,2.97174
1.40244,0.593198,0.0103533,2.97179
-0.487805,0.376998,0.00657985,2.97182
-0.487805,0.204037,0.00356112,2.97184
-0.487805,0.0656688,0.00114614,2.97185
-4.69512,-0.886489,-0.0154722,2.97177
-4.69512,-1.64822,-0.0287668,2.97163
-4.69512,-2.2576,-0.0394025,2.97143
-2.68293,-2.34266,-0.0408872,2.97122
-2.68293,-2.41072,-0.0420749,2.97101
-2.68293,-2.46516,-0.0430251,2.9708
-2.62195,-2.49652,-0.0435724,2.97058
-2.62195,-2.5216,-0.0440103,2.97036
-2.62195,-2.54167,-0.0443606,2.97014
-7.13415,-3.46017,-0.0603913,2.96984
-7.13415,-4.19496,-0.0732159,2.96947
-7.13415,-4.7828,-0.0834756,2.96905
-2.2561,-4.27746,-0.0746558,2.96868
-2.2561,-3.87319,-0.0675999,2.96834
-2.2561,-3.54977,-0.0619552,2.96803
3.59756,-2.1203,-0.0370063,2.96785
3.59756,-0.97673,-0.0170472,2.96776
3.59756,-0.0618721,-0.00107987,2.96776
10.1829,1.98709,0.0346812,2.96793
10.1829,3.62626,0.0632901,2.96825
10.1829,4.93759,0.0861772,2.96868
16.8902,7.32812,0.1279,2.96932
16.8902,9.24055,0.161278,2.97012
16.8902,10.7705,0.18798,2.97106
16.8902,11.9944,0.209342,2.97211
21.4634,13.8882,0.242395,2.97332
21.4634,15.4033,0.268838,2.97467
21.4634,16.6153,0.289992,2.97612
9.81707,15.2557,0.266261,2.97745
9.81707,14.1679,0.247277,2.97868
9.81707,13.2978,0.23209,2.97984
-2.86585,10.065,0.175668,2.98072
-2.86585,7.47886,0.130531,2.98138
-2.86585,5.40992,0.0944209,2.98185
-41.7073,-4.01353,-0.0700493,2.9815
-41.7073,-11.5523,-0.201625,2.98049
-41.7073,-17.5833,-0.306886,2.97895
-20.1829,-18.1032,-0.315961,2.97738
-20.1829,-18.5192,-0.32322,2.97576
-20.1829,-18.8519,-0.329028,2.97411
-23.8415,-19.8498,-0.346445,2.97238
-23.8415,-20.6482,-0.360378,2.97058
-23.8415,-21.2868,-0.371525,2.96872
-22.1951,-21.4685,-0.374696,2.96685
-22.1951,-21.6138,-0.377232,2.96496
-22.1951,-21.7301,-0.379261,2.96307
-17.9878,-20.9816,-0.366198,2.96124
-17.9878,-20.3829,-0.355748,2.95946
-17.9878,-19.9038,-0.347388,2.95772
-9.57317,-17.8377,-0.311327,2.95616
-9.57317,-16.1848,-0.282478,2.95475
-9.57317,-14.8625,-0.259399,2.95345
0.54878,-11.7802,-0.205604,2.95243
0.54878,-9.31442,-0.162567,2.95161
0.54878,-7.34178,-0.128138,2.95097
3.71951,-5.12952,-0.0895271,2.95052
3.71951,-3.35972,-0.0586381,2.95023
3.71951,-1.94387,-0.0339269,2.95006
7.31707,-0.0916819,-0.00160015,2.95005
7.31707,1.39007,0.0242613,2.95017
7.31707,2.57547,0.0449504,2.9504
14.6951,4.9994,0.087256,2.95084
21.9512,8.38976,0.146429,2.95157
21.9512,11.1021,0.193767,2.95254
21.9512,13.2719,0.231638,2.95369
21.9512,15.0078,0.261935,2.955
28.3537,17.6769,0.308521,2.95655
28.3537,19.8123,0.34579,2.95828
28.3537,21.5206,0.375605,2.96015
25.7927,22.375,0.390517,2.96211
25.7927,23.0585,0.402447,2.96412
25.7927,23.6054,0.411991,2.96618
25.9756,24.0794,0.420265,2.96828
25.9756,24.4586,0.426884,2.97041
25.9756,24.762,0.432179,2.97258
22.9268,24.395,0.425773,2.9747
22.9268,24.1014,0.420648,2.97681
22.9268,23.8665,0.416548,2.97889
13.5976,21.8127,0.380703,2.98079
13.5976,20.1697,0.352027,2.98255
13.5976,18.8552,0.329086,2.9842
9.26829,16.9378,0.295621,2.98568
9.26829,15.4039,0.268849,2.98702
9.26829,14.1768,0.247432,2.98826
6.82927,12.7073,0.221784,2.98937
6.82927,11.5317,0.201266,2.99037
6.82927,10.5912,0.184851,2.9913
3.17073,9.10711,0.158949,2.99209
3.17073,7.91984,0.138227,2.99278
3.17073,6.97002,0.12165,2.99339
-5.67073,4.44187,0.0775252,2.99378
-5.67073,2.41935,0.0422256,2.99399
-5.67073,0.801331,0.0139859,2.99406
-19.1463,-3.1882,-0.0556446,2.99378
-19.1463,-6.37983,-0.111349,2.99323
-19.1463,-8.93313,-0.155913,2.99245
-29.3902,-13.0246,-0.227321,2.99131
-29.3902,-16.2977,-0.284448,2.98989
-29.3902,-18.9162,-0.33015,2.98824
-23.5976,-19.8525,-0.346491,2.9865
-23.5976,-20.6015,-0.359564,2.98471
-23.5976,-21.2007,-0.370022,2.98286
-16.2805,-20.2167,-0.352847,2.98109
-16.2805,-19.4294,-0.339107,2.9794
-16.2805,-18.7996,-0.328116,2.97776
-16.2805,-18.2958,-0.319322,2.97616
-8.35366,-16.3074,-0.284617,2.97474
-8.35366,-14.7166,-0.256854,2.97345
-8.35366,-13.444,-0.234643,2.97228
1.70732,-10.4138,-0.181755,2.97137
1.70732,-7.98955,-0.139444,2.97067
11.2805,-4.13554,-0.0721788,2.97031
11.2805,-1.05234,-0.0183667,2.97022
11.2805,1.41423,0.0246829,2.97034
11.2805,3.38748,0.0591227,2.97064
19.1463,6.53925,0.114131,2.97121
19.1463,9.06067,0.158139,2.972
19.1463,11.0778,0.193344,2.97297
20.4268,12.9476,0.225978,2.9741
20.4268,14.4435,0.252086,2.97536
20.4268,15.6401,0.272972,2.97672
18.2927,16.1706,0.282231,2.97813
18.2927,16.595,0.289638,2.97958
18.2927,16.9346,0.295564,2.98106
12.1341,15.9745,0.278807,2.98245
12.1341,15.2064,0.265402,2.98378
12.1341,14.592,0.254678,2.98505
3.65854,12.4053,0.216513,2.98614
3.65854,10.6559,0.185981,2.98707
3.65854,9.25645,0.161556,2.98787
-0.914634,7.22224,0.126052,2.98851
-0.914634,5.59486,0.0976487,2.98899
-0.914634,4.29296,0.0749263,2.98937
1.40244,3.71486,0.0648365,2.98969
1.40244,3.25237,0.0567646,2.98998
1.40244,2.88239,0.0503071,2.99023
7.80488,3.86689,0.0674899,2.99056
7.80488,4.65448,0.0812361,2.99097
7.80488,5.28456,0.092233,2.99143
13.6585,6.95936,0.121464,2.99204
13.6585,8.29919,0.144848,2.99276
13.6585,9.37106,0.163556,2.99358
22.6829,12.0334,0.210023,2.99463
22.6829,14.1633,0.247197,2.99587
22.6829,15.8673,0.276936,2.99725
29.6341,18.6206,0.324991,2.99888
29.6341,20.8233,0.363436,3.00069
29.6341,22.5855,0.394191,3.00267
26.7683,23.4221,0.408792,3.00471
26.7683,24.0913,0.420473,3.00681
26.7683,24.6267,0.429817,3.00896
18.9634,23.494,0.410048,3.01101
18.9634,22.5879,0.394234,3.01298
18.9634,21.863,0.381582,3.01489
18.2927,21.149,0.369119,3.01674
18.2927,20.5777,0.359149,3.01853
18.2927,20.1207,0.351172,3.02029
18.2927,19.7551,0.344791,3.02201
13.2317,18.4504,0.32202,3.02362
13.2317,17.4067,0.303804,3.02514
13.2317,16.5717,0.28923,3.02659
6.46341,14.55,0.253946,3.02786
6.46341,12.9327,0.225718,3.02898
6.46341,11.6388,0.203136,3.03
4.08537,10.1282,0.17677,3.03088
4.08537,8.91959,0.155676,3.03166
4.08537,7.95275,0.138802,3.03236
8.47561,8.05732,0.140627,3.03306
8.47561,8.14098,0.142087,3.03377
8.47561,8.2079,0.143255,3.03449
11.8902,8.94437,0.156109,3.03527
11.8902,9.53355,0.166392,3.0361
11.8902,10.0049,0.174618,3.03697
15.9146,11.1868,0.195247,3.03795
15.9146,12.1324,0.21175,3.03901
15.9146,12.8888,0.224953,3.04013
15.5488,13.4208,0.234238,3.0413
15.5488,13.8464,0.241666,3.04251
15.5488,14.1869,0.247608,3.04375
14.2683,14.2032,0.247892,3.04499
14.2683,14.2162,0.248119,3.04623
14.2683,14.2266,0.248301,3.04747
10.4268,13.4667,0.235038,3.04865
10.4268,12.8587,0.224427,3.04977
10.4268,12.3723,0.215938,3.05085
8.23171,11.5442,0.201484,3.05186
8.23171,10.8817,0.189921,3.05281
8.23171,10.3517,0.180671,3.05371
8.84146,10.0497,0.1754,3.05459
8.84146,9.80802,0.171182,3.05544
8.84146,9.61471,0.167808,3.05628
8.84146,9.46006,0.165109,3.05711
7.56098,9.08024,0.15848,3.0579
7.56098,8.77639,0.153177,3.05866
7.56098,8.53331,0.148934,3.05941
12.5,9.32664,0.162781,3.06022
12.5,9.96132,0.173858,3.06109
12.5,10.4691,0.182719,3.06201
18.6585,12.1069,0.211306,3.06306
18.6585,13.4173,0.234175,3.06423
18.6585,14.4655,0.252471,3.0655
22.622,16.0968,0.280942,3.0669
22.622,17.4018,0.303719,3.06842
22.622,18.4459,0.321941,3.07003
22.622,19.2811,0.336518,3.07171
22.622,19.9493,0.34818,3.07345
22.622,20.4838,0.35751,3.07524
23.6585,21.1187,0.368592,3.07708
23.6585,21.6267,0.377457,3.07897
23.6585,22.0331,0.38455,3.08089
26.7073,22.9679,0.400866,3.0829
26.7073,23.7158,0.413919,3.08497
26.7073,24.3141,0.424361,3.08709
28.3537,25.122,0.438462,3.08928
28.3537,25.7683,0.449742,3.09153
28.3537,26.2854,0.458767,3.09382
31.0366,27.2356,0.475352,3.0962
31.0366,27.9958,0.488619,3.09864
31.3415,28.665,0.500298,3.10114
31.3415,29.2003,0.509641,3.10369
31.3415,29.6285,0.517115,3.10628
32.6829,30.2394,0.527777,3.10892
32.6829,30.7281,0.536306,3.1116
32.6829,31.1191,0.54313,3.11431
33.5976,31.6148,0.551782,3.11707
33.5976,32.0113,0.558703,3.11987
29.2683,31.4627,0.549128,3.12261
29.2683,31.0238,0.541468,3.12532
29.2683,30.6727,0.53534,3.128
29.2683,30.3918,0.530438,3.13065
25.122,29.3379,0.512042,3.13321
25.122,28.4947,0.497326,3.1357
25.122,27.8201,0.485553,3.13812
-4.45122,21.3659,0.372905,3.13999
-4.45122,16.2024,0.282786,3.1414
-4.45122,12.0717,0.210691,-3.14073
7.86585,11.2305,0.19601,-3.13975
7.86585,10.5576,0.184265,-3.13883
7.86585,10.0193,0.174869,-3.13795
0.304878,8.07638,0.140959,-3.13725
0.304878,6.52208,0.113832,-3.13668
0.304878,5.27864,0.0921296,-3.13622
-0.365854,4.14974,0.0724266,-3.13586
-0.365854,3.24662,0.0566642,-3.13557
-0.365854,2.52413,0.0440543,-3.13535
10.1829,4.05589,0.0707886,-3.135
10.1829,5.28129,0.092176,-3.13454
10.1829,6.26162,0.109286,-3.13399
16.4634,8.30198,0.144897,-3.13327
16.4634,9.93427,0.173386,-3.1324
16.4634,11.2401,0.196177,-3.13142
13.1098,11.614,0.202703,-3.13041
13.1098,11.9132,0.207924,-3.12937
13.1098,12.1525,0.212101,-3.12831
7.9878,11.3196,0.197563,-3.12732
7.9878,10.6532,0.185933,-3.12639
7.9878,10.1201,0.176629,-3.12551
7.9878,9.69366,0.169186,-3.12466
-1.28049,7.49883,0.130879,-3.12401
-1.28049,5.74297,0.100234,-3.1235
-0.182927,4.55779,0.0795484,-3.12311
-0.182927,3.60965,0.0630002,-3.12279
-0.182927,2.85113,0.0497616,-3.12254
-0.182927,2.24432,0.0391708,-3.12235
7.37805,3.27107,0.0570909,-3.12206
7.37805,4.09246,0.0714269,-3.1217
7.37805,4.74958,0.0828958,-3.12129
11.0366,6.00698,0.104842,-3.12077
11.0366,7.0129,0.122398,-3.12015
11.0366,7.81764,0.136444,-3.11947
12.0732,8.66874,0.151298,-3.11872
12.0732,9.34963,0.163182,-3.1179
12.0732,9.89434,0.172689,-3.11704
12.0732,10.3301,0.180294,-3.11613
12.0732,10.6787,0.186379,-3.1152
12.0732,10.9576,0.191246,-3.11425
15.2439,11.8149,0.206208,-3.11322
15.2439,12.5007,0.218178,-3.11212
15.2439,13.0493,0.227754,-3.11099
15.7317,13.5858,0.237117,-3.1098
15.7317,14.015,0.244608,-3.10858
15.7317,14.3583,0.2506,-3.10732
18.9634,15.2793,0.266675,-3.10599
18.9634,16.0162,0.279535,-3.10459
18.9634,16.6056,0.289823,-3.10314
22.7439,17.8333,0.311249,-3.10159
22.7439,18.8154,0.328391,-3.09995
22.7439,19.6011,0.342104,-3.09824
22.8659,20.254,0.3535,-3.09647
22.8659,20.7764,0.362617,-3.09465
22.8659,21.1943,0.36991,-3.09281
29.4512,22.8457,0.398732,-3.09081
29.4512,24.1668,0.42179,-3.0887
29.4512,25.2237,0.440236,-3.0865
36.4024,27.4594,0.479257,-3.08411
36.4024,29.248,0.510474,-3.08155
36.4024,30.6789,0.535448,-3.07888
25.3659,29.6163,0.516902,-3.07629
25.3659,28.7662,0.502065,-3.07378
25.3659,28.0861,0.490196,-3.07133
16.6463,25.7982,0.450263,-3.06908
16.6463,23.9678,0.418317,-3.06699
16.6463,22.5035,0.39276,-3.06502
0.97561,18.1979,0.317614,-3.06343
0.97561,14.7535,0.257497,-3.06215
0.97561,11.9979,0.209403,-3.0611
0.97561,9.79344,0.170928,-3.06025
3.17073,8.4689,0.14781,-3.05951
3.17073,7.40927,0.129316,-3.05886
3.17073,6.56156,0.114521,-3.05829
2.62195,5.77364,0.100769,-3.05778
2.62195,5.1433,0.0897675,-3.05733
2.62195,4.63903,0.0809664,-3.05693
-0.0609756,3.69903,0.0645602,-3.05661
-0.0609756,2.94703,0.0514353,-3.05635
-0.0609756,2.34543,0.0409354,-3.05615
3.53659,2.58366,0.0450934,-3.05592
3.53659,2.77424,0.0484197,-3.05568
3.53659,2.92671,0.0510808,-3.05542
0.182927,2.37796,0.0415032,-3.05521
0.182927,1.93895,0.0338411,-3.05505
0.182927,1.58775,0.0277114,-3.05491
3.41463,1.95312,0.0340884,-3.05474
3.41463,2.24543,0.0391901,-3.05454
3.41463,2.47927,0.0432714,-3.05432
6.64634,3.31268,0.0578172,-3.05404
6.64634,3.97941,0.0694539,-3.05369
6.64634,4.5128,0.0787632,-3.05329
10.7927,5.76878,0.100684,-3.05279
10.7927,6.77356,0.118221,-3.0522
10.7927,7.57738,0.13225,-3.05154
9.02439,7.86678,0.137301,-3.05085
9.02439,8.09831,0.141342,-3.05015
9.02439,8.28352,0.144575,-3.04942
8.17073,8.26096,0.144181,-3.0487
8.17073,8.24292,0.143866,-3.04798
8.17073,8.22848,0.143614,-3.04726
8.17073,8.21693,0.143412,-3.04655
7.2561,8.02476,0.140059,-3.04585
7.2561,7.87103,0.137375,-3.04516
7.2561,7.74804,0.135229,-3.04448
4.57317,7.11307,0.124146,-3.04386
4.57317,6.60509,0.115281,-3.04329
4.57317,6.19871,0.108188,-3.04275
13.1707,7.59311,0.132525,-3.04208
13.1707,8.70864,0.151994,-3.04132
13.1707,9.60105,0.16757,-3.04049
7.5,9.18084,0.160236,-3.03968
7.5,8.84467,0.154369,-3.03891
7.5,8.57574,0.149675,-3.03816
8.04878,8.47035,0.147835,-3.03742
8.04878,8.38603,0.146364,-3.03669
8.04878,8.31858,0.145187,-3.03597
7.19512,8.09389,0.141265,-3.03526
7.19512,7.91414,0.138128,-3.03457
7.19512,7.77033,0.135618,-3.03389
8.71951,7.96017,0.138931,-3.0332
8.71951,8.11204,0.141582,-3.03249
8.71951,8.23353,0.143702,-3.03177
8.59756,8.30634,0.144973,-3.03105
8.59756,8.36458,0.14599,-3.03032
8.59756,8.41118,0.146803,-3.02958
9.81707,8.69236,0.15171,-3.02882
9.81707,8.9173,0.155636,-3.02805
9.81707,9.09726,0.158777,-3.02725
9.81707,9.24122,0.16129,-3.02644
9.93902,9.38078,0.163725,-3.02563
9.93902,9.49243,0.165674,-3.0248
9.93902,9.58175,0.167233,-3.02396
6.76829,9.01906,0.157412,-3.02317
8.29268,8.87378,0.154877,-3.0224
8.29268,8.75756,0.152848,-3.02164
8.29268,8.66459,0.151226,-3.02088
10.6707,9.06582,0.158228,-3.02009
10.6707,9.3868,0.163831,-3.01927
10.6707,9.64359,0.168312,-3.01843
10.6707,9.84901,0.171898,-3.01757
8.04878,9.48897,0.165614,-3.01674
8.04878,9.20093,0.160587,-3.01594
6.64634,8.69001,0.151669,-3.01518
6.64634,8.28128,0.144536,-3.01446
6.64634,7.95429,0.138829,-3.01376
6.64634,7.6927,0.134263,-3.01309
7.9878,7.75172,0.135293,-3.01241
7.9878,7.79894,0.136117,-3.01173
7.9878,7.83671,0.136776,-3.01105
9.63415,8.1962,0.143051,-3.01033
9.63415,8.48379,0.14807,-3.00959
9.63415,8.71386,0.152086,-3.00883
8.23171,8.61743,0.150403,-3.00808
8.23171,8.54028,0.149056,-3.00734
8.23171,8.47857,0.147979,-3.0066
5.30488,7.84383,0.136901,-3.00591
5.30488,7.33604,0.128038,-3.00527
5.30488,6.92981,0.120948,-3.00467
4.93902,6.53165,0.113999,-3.0041
4.93902,6.21313,0.10844,-3.00356
4.93902,5.95831,0.103992,-3.00304
1.52439,5.07152,0.0885148,-3.00259
1.52439,4.3621,0.0761329,-3.00221
1.52439,3.79455,0.0662275,-3.00188
-2.92683,2.45028,0.0427654,-3.00167
-2.92683,1.37486,0.0239958,-3.00155
-2.92683,0.514519,0.00898006,-3.0015
-4.14634,-0.417653,-0.00728942,-3.00154
-4.14634,-1.16339,-0.020305,-3.00164
-4.14634,-1.75998,-0.0307175,-3.00179
-4.14634,-2.23725,-0.0390474,-3.00199
4.93902,-0.801997,-0.0139975,-3.00206
4.93902,0.346207,0.00604245,-3.00203
4.93902,1.26477,0.0220744,-3.00192
12.1341,3.43865,0.0600157,-3.00162
12.1341,5.17775,0.0903687,-3.00117
17.6829,7.67878,0.13402,-3.0005
17.6829,9.67961,0.168941,-2.99965
17.6829,11.2803,0.196878,-2.99867
17.6829,12.5608,0.219227,-2.99757
17.5,13.5486,0.236468,-2.99639
17.5,14.3389,0.250261,-2.99514
17.5,14.9711,0.261296,-2.99383
12.1951,14.4159,0.251605,-2.99257
12.1951,13.9718,0.243853,-2.99135
12.1951,13.6164,0.237652,-2.99017
6.70732,12.2346,0.213534,-2.9891
6.70732,11.1292,0.19424,-2.98813
6.70732,10.2448,0.178805,-2.98723
10.4268,10.2812,0.179441,-2.98634
10.4268,10.3103,0.179949,-2.98544
10.4268,10.3336,0.180356,-2.98453
-9.26829,6.41324,0.111932,-2.98397
-9.26829,3.27693,0.0571933,-2.98369
-9.26829,0.767889,0.0134022,-2.98362
5.97561,1.80943,0.0315806,-2.98346
5.97561,2.64267,0.0461233,-2.98323
5.97561,3.30926,0.0577574,-2.98294
1.95122,3.03765,0.053017,-2.98268
1.95122,2.82036,0.0492246,-2.98243
1.95122,2.64653,0.0461907,-2.9822
3.23171,2.76357,0.0482334,-2.98196
3.23171,2.8572,0.0498675,-2.98171
3.23171,2.9321,0.0511748,-2.98146
5.2439,3.39446,0.0592445,-2.98116
5.2439,3.76435,0.0657003,-2.98083
5.2439,4.06026,0.0708649,-2.98048
5.2439,4.29699,0.0749966,-2.9801
6.28049,4.69369,0.0819203,-2.97969
6.28049,5.01105,0.0874593,-2.97925
5.97561,5.20396,0.0908262,-2.9788
5.97561,5.35829,0.0935198,-2.97833
5.97561,5.48175,0.0956747,-2.97785
5.97561,5.58053,0.0973985,-2.97737
5.91463,5.64735,0.0985648,-2.97687
5.91463,5.7008,0.0994978,-2.97638
5.91463,5.74357,0.100244,-2.97588
5.85366,5.76559,0.100628,-2.97537
5.85366,5.7832,0.100936,-2.97487
5.85366,5.79729,0.101182,-2.97436
5.4878,5.7354,0.100102,-2.97386
5.4878,5.68588,0.0992373,-2.97337
5.4878,5.64626,0.0985459,-2.97287
6.82927,5.88286,0.102675,-2.97236
6.82927,6.07214,0.105979,-2.97183
6.82927,6.22357,0.108622,-2.97129
11.7683,7.33251,0.127977,-2.97065
11.7683,8.21967,0.14346,-2.96993
11.7683,8.92939,0.155847,-2.96915
16.3415,10.4118,0.18172,-2.96824
16.3415,11.5977,0.202419,-2.96723
16.3415,12.5465,0.218977,-2.96613
17.8049,13.5982,0.237333,-2.96495
17.8049,14.4395,0.252017,-2.96369
17.8049,15.1126,0.263764,-2.96237
11.9512,14.4803,0.252729,-2.9611
11.9512,13.9745,0.243901,-2.95989
11.9512,13.5698,0.236838,-2.9587
5.30488,11.9168,0.207988,-2.95766
5.30488,10.5945,0.184908,-2.95674
5.30488,9.53654,0.166444,-2.9559
5.30488,8.6902,0.151673,-2.95515
3.90244,7.73265,0.13496,-2.95447
3.90244,6.96661,0.12159,-2.95386
4.39024,6.45134,0.112597,-2.9533
4.39024,6.03912,0.105402,-2.95277
4.39024,5.70934,0.0996468,-2.95228
4.39024,5.44552,0.0950423,-2.9518
6.82927,5.72227,0.0998725,-2.9513
6.82927,5.94367,0.103737,-2.95078
6.82927,6.12079,0.106828,-2.95025
11.2805,7.15273,0.124839,-2.94962
11.2805,7.97828,0.139247,-2.94893
11.2805,8.63872,0.150774,-2.94817
13.9024,9.69147,0.169148,-2.94733
13.9024,10.5337,0.183847,-2.94641
13.9024,11.2074,0.195606,-2.94543
10.4268,11.0513,0.192882,-2.94447
10.4268,10.9264,0.190702,-2.94351
10.4268,10.8265,0.188958,-2.94257
6.15854,9.8929,0.172664,-2.9417
6.15854,9.14603,0.159628,-2.94091
6.15854,8.54853,0.1492,-2.94016
2.2561,7.29004,0.127235,-2.93952
2.2561,6.28325,0.109663,-2.93898
2.2561,5.47782,0.095606,-2.9385
-2.56098,3.87006,0.0675453,-2.93816
-2.56098,2.58386,0.0450968,-2.93793
-2.56098,1.55489,0.0271379,-2.9378
-5.67073,0.109765,0.00191576,-2.93779
-5.67073,-1.04633,-0.018262,-2.93788
-5.67073,-1.97121,-0.0344042,-2.93805
-2.86585,-2.15014,-0.0375271,-2.93824
-2.86585,-2.29328,-0.0400254,-2.93844
-2.86585,-2.4078,-0.042024,-2.93865
-2.86585,-2.49941,-0.0436229,-2.93887
5.42683,-0.914162,-0.0159551,-2.93895
5.42683,0.354037,0.0061791,-2.93892
14.5122,3.18567,0.0556004,-2.93864
14.5122,5.45097,0.0951374,-2.93816
14.5122,7.26322,0.126767,-2.93753
14.5122,8.71301,0.152071,-2.93677
24.5122,11.8728,0.20722,-2.93573
24.5122,14.4007,0.25134,-2.93448
24.5122,16.423,0.286636,-2.93304
28.7805,18.8945,0.329771,-2.93139
28.7805,20.8717,0.36428,-2.92957
28.7805,22.4535,0.391887,-2.92761
10.1829,19.9994,0.349055,-2.92587
6.58537,17.3166,0.302231,-2.92436
6.58537,15.1703,0.264772,-2.92303
6.58537,13.4533,0.234805,-2.92186
-1.21951,10.5188,0.183587,-2.92094
-1.21951,8.17111,0.142613,-2.92023
-1.21951,6.29298,0.109833,-2.91968
-1.21951,4.79048,0.0836097,-2.91926
-8.35366,2.16165,0.037728,-2.91907
-8.35366,0.0585921,0.00102263,-2.91907
-8.35366,-1.62386,-0.0283417,-2.91921
-5,-2.29909,-0.0401266,-2.91941
-5,-2.83927,-0.0495546,-2.91966
-5,-3.27142,-0.057097,-2.91994
-4.5122,-3.51957,-0.0614281,-2.92025
-4.5122,-3.7181,-0.064893,-2.92057
-4.5122,-3.87692,-0.0676649,-2.92091
1.40244,-2.82104,-0.0492365,-2.92116
1.40244,-1.97635,-0.0344938,-2.92133
1.40244,-1.30059,-0.0226996,-2.92145
7.43902,0.447332,0.00780742,-2.92141
7.43902,1.84567,0.032213,-2.92125
7.43902,2.96434,0.0517375,-2.92099
3.10976,2.99342,0.0522451,-2.92073
3.10976,3.01669,0.0526512,-2.92046
3.10976,3.0353,0.052976,-2.9202
3.10976,3.05019,0.0532359,-2.91993
2.80488,3.00113,0.0523796,-2.91967
2.80488,2.96188,0.0516946,-2.91941
2.80488,2.93048,0.0511465,-2.91915
3.47561,3.03951,0.0530494,-2.91889
3.47561,3.12673,0.0545717,-2.91862
3.47561,3.1965,0.0557895,-2.91834
5.2439,3.60598,0.0629363,-2.91802
5.2439,3.93357,0.0686537,-2.91768
5.2439,4.19563,0.0732276,-2.91731
6.82927,4.72236,0.0824207,-2.9169
6.82927,5.14374,0.0897752,-2.91645
6.82927,5.48085,0.0956588,-2.91597
9.87805,6.36029,0.111008,-2.91542
9.87805,7.06384,0.123287,-2.9148
9.87805,7.62668,0.133111,-2.91414
14.4512,8.99159,0.156933,-2.91335
14.4512,10.0835,0.175991,-2.91247
14.4512,10.9571,0.191237,-2.91152
24.4512,13.6559,0.23834,-2.91032
24.4512,15.815,0.276023,-2.90894
24.4512,17.5422,0.306169,-2.90741
10.5488,16.1435,0.281758,-2.90601
10.5488,15.0246,0.262228,-2.90469
10.5488,14.1294,0.246605,-2.90346
10.5488,13.4133,0.234106,-2.90229
5.2439,11.7794,0.20559,-2.90126
5.2439,10.4723,0.182776,-2.90035
5.2439,9.42663,0.164526,-2.89953
-2.19512,7.10228,0.123958,-2.89891
-2.19512,5.2428,0.0915041,-2.89845
-2.19512,3.75521,0.0655408,-2.89812
2.07317,3.41881,0.0596694,-2.89782
2.07317,3.14968,0.0549723,-2.89755
2.07317,2.93438,0.0512145,-2.89729
-0.426829,2.26214,0.0394817,-2.89709
-0.426829,1.72434,0.0300955,-2.89694
-0.426829,1.29411,0.0225865,-2.89683
-2.62195,0.510896,0.00891682,-2.89679
-2.62195,-0.115673,-0.00201888,-2.8968
-2.62195,-0.616929,-0.0107674,-2.89685
-5.85366,-1.66427,-0.0290471,-2.897
-5.85366,-2.50215,-0.0436708,-2.89721
-5.85366,-3.17245,-0.0553697,-2.89749
-6.64634,-3.86723,-0.0674959,-2.89783
-6.64634,-4.42305,-0.0771968,-2.89821
-6.64634,-4.86771,-0.0849576,-2.89864
-3.65854,-4.62588,-0.0807368,-2.89904
-3.65854,-4.43241,-0.0773601,-2.89943
-3.65854,-4.27763,-0.0746588,-2.8998
-1.89024,-3.80016,-0.0663252,-2.90013
-1.89024,-3.41817,-0.0596584,-2.90043
-1.89024,-3.11259,-0.0543249,-2.9007
2.68293,-1.95348,-0.0340947,-2.90087
2.68293,-1.0262,-0.0179106,-2.90096
2.68293,-0.284376,-0.00496331,-2.90099
2.68293,0.309084,0.00539454,-2.90096
14.6341,3.1741,0.0553984,-2.90069
14.6341,5.46611,0.0954016,-2.90021
14.6341,7.29971,0.127404,-2.89957
20.061,9.85197,0.171949,-2.89871
20.061,11.8938,0.207585,-2.89767
20.061,13.5272,0.236094,-2.89649
13.0488,13.4315,0.234424,-2.89532
13.0488,13.355,0.233088,-2.89416
13.0488,13.2937,0.232019,-2.893
4.32927,11.5008,0.200728,-2.89199
4.32927,10.0665,0.175694,-2.89111
